0,1,2,3,4,5,6,label
0.08535951375961304,0.20110084116458893,0.06281240284442902,0.18793250620365143,0.0852876603603363,0.19850856065750122,0.06377551020408163,1
0.17409811913967133,0.25685355067253113,0.1417035609483719,0.2467210292816162,0.17073245346546173,0.2474680244922638,0.14795918367346939,8
0.10313590615987778,0.21602492034435272,0.08023440092802048,0.2024637758731842,0.10166698694229126,0.2092188000679016,0.08163265306122448,6
0.13511301577091217,0.2381570190191269,0.10036758333444595,0.22293131053447723,0.13460806012153625,0.23189735412597656,0.09821428571428571,2
0.16216975450515747,0.26045069098472595,0.12363190203905106,0.2496439516544342,0.15984638035297394,0.24851104617118835,0.1441326530612245,0
0.175827294588089,0.2576388120651245,0.14757509529590607,0.2629329562187195,0.17247778177261353,0.24882149696350098,0.15816326530612246,8
0.11113357543945312,0.21785512566566467,0.086661696434021,0.2045033574104309,0.10939372330904007,0.21191352605819702,0.08801020408163265,9
0.13401484489440918,0.2355574518442154,0.10703958570957184,0.22364862263202667,0.13196313381195068,0.22672481834888458,0.11734693877551021,2
0.15840929746627808,0.24855567514896393,0.12245675176382065,0.23161867260932922,0.15660057961940765,0.23910073935985565,0.14285714285714285,0
0.15012501180171967,0.24856452643871307,0.11895915120840073,0.24302153289318085,0.14780856668949127,0.24065938591957092,0.13137755102040816,8
0.12741206586360931,0.2313922941684723,0.10288775712251663,0.22377189993858337,0.12513241171836853,0.22347582876682281,0.11096938775510204,5
0.15087172389030457,0.24740388989448547,0.11980243772268295,0.23809927701950073,0.14782561361789703,0.2375572770833969,0.12627551020408162,3
0.11546444147825241,0.22930119931697845,0.09487658739089966,0.22949130833148956,0.11318515986204147,0.22157181799411774,0.10331632653061225,9
0.1521218717098236,0.2436826080083847,0.1301383227109909,0.24433563649654388,0.14777493476867676,0.2330522984266281,0.14668367346938777,9
0.07619809359312057,0.19700683653354645,0.057558439671993256,0.18627998232841492,0.07565483450889587,0.1932550072669983,0.061224489795918366,1
0.0857958272099495,0.19962479174137115,0.0639483630657196,0.1789012998342514,0.08507374674081802,0.19131721556186676,0.07653061224489796,1
0.10100386291742325,0.2136608511209488,0.08646933734416962,0.2120261937379837,0.09998449683189392,0.2089693248271942,0.08928571428571429,4
0.17207381129264832,0.25470227003097534,0.1291317194700241,0.24104157090187073,0.1708640605211258,0.24690969288349152,0.1441326530612245,5
0.08482399582862854,0.20462705194950104,0.0643315538764,0.1893956959247589,0.08383350074291229,0.1959945261478424,0.06760204081632654,1
0.12939339876174927,0.23349164426326752,0.10091812908649445,0.2228822112083435,0.1282115876674652,0.22708441317081451,0.10204081632653061,4
0.0866839811205864,0.20137162506580353,0.0637180358171463,0.18308861553668976,0.08629224449396133,0.19490860402584076,0.07270408163265306,1
0.17961280047893524,0.25491777062416077,0.15074217319488525,0.25010740756988525,0.17476700246334076,0.24396061897277832,0.16326530612244897,0
0.12148673087358475,0.2249327152967453,0.09855871647596359,0.21389806270599365,0.11913850158452988,0.21498486399650574,0.11989795918367346,2
0.12833361327648163,0.23567639291286469,0.10510413348674774,0.2283065915107727,0.12612251937389374,0.2267422080039978,0.11479591836734694,5
0.13050410151481628,0.23213614523410797,0.10964497923851013,0.2241431623697281,0.12620243430137634,0.22127284109592438,0.10459183673469388,8
0.11908276379108429,0.22646202147006989,0.09629051387310028,0.21777942776679993,0.11666151881217957,0.21759049594402313,0.10841836734693877,9
0.12462692707777023,0.22743280231952667,0.10778108239173889,0.22992828488349915,0.12204999476671219,0.21978428959846497,0.11989795918367346,9
0.11048921942710876,0.22186441719532013,0.09362765401601791,0.21533717215061188,0.10819162428379059,0.21500998735427856,0.09948979591836735,9
0.12021222710609436,0.22740422189235687,0.08931689709424973,0.21497276425361633,0.11981554329395294,0.22211794555187225,0.09183673469387756,4
0.15962523221969604,0.2546488046646118,0.12368616461753845,0.24047796428203583,0.15804146230220795,0.2484111189842224,0.12627551020408162,6
0.13549859821796417,0.23251642286777496,0.10172036290168762,0.21496474742889404,0.13451282680034637,0.22414648532867432,0.10714285714285714,4
0.11170052736997604,0.22048184275627136,0.08327610790729523,0.20954491198062897,0.11128394305706024,0.2156616896390915,0.08290816326530612,7
0.07251463830471039,0.19546791911125183,0.05430210009217262,0.18794013559818268,0.07223400473594666,0.1935512274503708,0.0548469387755102,1
0.10333586484193802,0.21832852065563202,0.07824068516492844,0.20329375565052032,0.1023225411772728,0.21243740618228912,0.08418367346938775,7
0.10216623544692993,0.2134510576725006,0.0860849991440773,0.2103034406900406,0.09903477877378464,0.20328187942504883,0.10586734693877552,9
0.1343434453010559,0.2327633500099182,0.11277332901954651,0.2361353039741516,0.13071845471858978,0.22188222408294678,0.13392857142857142,0
0.15273328125476837,0.24424925446510315,0.12494134157896042,0.23683245480060577,0.15001916885375977,0.23636813461780548,0.1364795918367347,3
0.16826516389846802,0.25492286682128906,0.13833412528038025,0.24842576682567596,0.16492252051830292,0.2452005296945572,0.15816326530612246,0
0.11359281092882156,0.22357186675071716,0.0960686057806015,0.2147320657968521,0.11114291101694107,0.21532922983169556,0.10459183673469388,7
0.14247962832450867,0.24639831483364105,0.11021614074707031,0.2348887175321579,0.14104892313480377,0.23976098001003265,0.11352040816326531,9
0.1878265142440796,0.263641893863678,0.14094404876232147,0.252297580242157,0.18703849613666534,0.25714319944381714,0.14795918367346939,5
0.17115281522274017,0.25686994194984436,0.12770214676856995,0.2369382381439209,0.16989050805568695,0.24899356067180634,0.14540816326530612,0
0.0941852256655693,0.2077508568763733,0.08234277367591858,0.20436584949493408,0.09156026691198349,0.19869381189346313,0.09183673469387756,6
0.14890582859516144,0.2460954487323761,0.1155598983168602,0.2299666851758957,0.14637774229049683,0.23625119030475616,0.12372448979591837,8
0.10728968679904938,0.2145548015832901,0.09082667529582977,0.2044590413570404,0.10355028510093689,0.2022329717874527,0.10204081632653061,9
0.06604517996311188,0.18398313224315643,0.053662460297346115,0.17626738548278809,0.06566547602415085,0.1816604733467102,0.05612244897959184,1
0.12783554196357727,0.22952985763549805,0.09420885145664215,0.21121299266815186,0.1273457258939743,0.22356398403644562,0.10076530612244898,3
