0,1,2,3,4,5,6,7,8,9,10,11,label
0.18672347,0.5388728,0.29038388,-0.00044105787,0.054476243,0.002967661,-0.0061730575,0.092223115,0.008505103,-0.001004817,0.031833045,0.0010133428,1
0.23121482,0.5441026,0.29604763,0.0032878232,0.16312826,0.026610829,-0.0028884069,0.06949992,0.0048302384,0.0008297802,0.053840358,0.0028987841,8
0.17038094,0.49217027,0.24223159,0.0009848295,0.098578334,0.009717688,-0.0070953313,0.097996205,0.009603256,0.0021006975,0.049658958,0.002466012,6
0.2398641,0.58243376,0.33922908,-0.008156391,0.101828605,0.010369065,-0.0042295856,0.07723268,0.005964887,0.0003228287,0.04169014,0.0017380677,2
0.23838341,0.57997656,0.33637282,0.00076733326,0.120700695,0.014568659,-0.0031039112,0.10305736,0.01062082,0.00072518765,0.0824826,0.006803379,0
0.22338556,0.5298967,0.2807905,-0.0009050169,0.14694306,0.021592265,-0.0034002766,0.096697606,0.0093504265,-0.0009878859,0.05745055,0.0033005658,8
0.16393884,0.48626634,0.23645495,0.0011137112,0.08823348,0.007785147,0.00406685,0.08958479,0.008025435,-0.0016361461,0.042945992,0.0018443583,9
0.17719026,0.48854855,0.23867969,-0.0037784379,0.1341944,0.018008139,0.0028789055,0.07723256,0.0059648682,0.0048949015,0.053934388,0.0029089183,2
0.22669592,0.55440223,0.30736184,0.0011090001,0.100553565,0.01011102,-0.0034562873,0.099150896,0.0098309005,-0.0028594485,0.065911725,0.0043443553,0
0.22153766,0.53305894,0.28415185,-0.0017588495,0.13650045,0.018632371,0.009062366,0.14211795,0.020197513,0.0027510317,0.048290197,0.002331943,8
0.15085821,0.4357088,0.18984215,0.0040594325,0.14088814,0.019849466,-0.0011745824,0.08902942,0.007926237,0.00029328527,0.048141886,0.0023176412,5
0.19346358,0.49602765,0.24604341,0.006565008,0.1380501,0.019057829,-0.0013242834,0.12718111,0.016175035,-0.0026909667,0.042974368,0.0018467961,3
0.1258445,0.3963539,0.15709642,0.0007283483,0.1162283,0.013509017,0.00013625968,0.15808317,0.02499029,0.0026328187,0.06147867,0.0037796271,9
0.17951162,0.4632843,0.21463235,0.0021273023,0.16283886,0.026516495,-0.0038004615,0.12368857,0.015298863,-0.00038115797,0.06883316,0.0047380035,9
0.09542454,0.37654832,0.14178863,0.0018708227,0.06012277,0.0036147474,0.0015927863,0.101218775,0.01024524,-0.00029120463,0.04328367,0.0018734763,1
0.1202981,0.4252722,0.18085644,0.0012524888,0.050664693,0.002566911,0.005815417,0.07277776,0.0052966024,0.0009301012,0.05573133,0.003105981,1
0.11186742,0.37728542,0.14234428,-0.00064521417,0.05702068,0.003251358,-0.001500509,0.13542463,0.01833983,-0.00064246805,0.04661387,0.0021728529,4
0.2846189,0.61646324,0.38002697,0.00083291676,0.13509859,0.018251628,0.0031840988,0.09308791,0.008665359,0.001866826,0.06880912,0.0047346954,5
0.11414886,0.4171025,0.17397448,0.0029970568,0.06621116,0.004383917,0.0018638896,0.08074836,0.006520297,0.0031413117,0.06964255,0.004850085,1
0.17006186,0.49089104,0.24097402,-0.003105876,0.10211851,0.010428189,0.00087318843,0.09699641,0.009408304,0.0016942961,0.052461244,0.002752182,4
0.133541,0.45072308,0.2031513,0.0014836508,0.077528924,0.0060107335,0.00540705,0.07664485,0.0058744336,-0.0015057498,0.04121329,0.0016985352,1
0.25669175,0.5528441,0.3056366,-0.0007135769,0.15349202,0.023559798,0.0027409086,0.13263084,0.017590938,-0.000966465,0.06249067,0.0039050835,0
0.16573453,0.47841057,0.22887667,-0.00080095197,0.086351335,0.0074565536,-0.0011612243,0.08228689,0.0067711314,-0.0002657964,0.06651495,0.004424238,2
0.15123865,0.44825116,0.2009291,0.0024505693,0.14176014,0.020095939,-0.0020205483,0.098838635,0.009769076,0.0007126783,0.06093188,0.0037126942,5
0.19191378,0.51536727,0.2656034,0.0009858028,0.12694031,0.016113842,-0.002152678,0.06379024,0.0040691947,-0.00058297167,0.052965365,0.00280533,8
0.14459674,0.45094103,0.20334782,0.0009668521,0.08036644,0.006458765,1.6447892e-05,0.092488214,0.008554069,-0.0008109974,0.051797085,0.0026829378,9
0.1387257,0.40860987,0.16696201,-0.0033484811,0.13680656,0.018716034,-0.0022323495,0.11643154,0.013556304,-0.0012232533,0.05750393,0.0033067022,9
0.13443233,0.4300199,0.18491709,-0.0013705117,0.07582938,0.0057500945,0.0034639996,0.10825593,0.011719346,-0.0011417044,0.04368582,0.0019084509,9
0.19815443,0.54444623,0.2964217,0.001073175,0.07024845,0.0049348446,0.0053506023,0.09033693,0.00816076,-0.0011082012,0.03999061,0.0015992491,4
0.2174563,0.5350771,0.28630748,0.002033114,0.12186284,0.014850552,0.0045159715,0.13471034,0.018146878,-0.0014547015,0.04767356,0.0022727684,6
0.20506772,0.54398155,0.29591596,-0.0006692498,0.09453253,0.008936399,0.002105599,0.08342382,0.0069595343,-0.0011963914,0.06598114,0.0043535116,4
0.22085589,0.5702832,0.3252229,0.0029664752,0.09362924,0.008766434,-0.0058784257,0.10332159,0.010675351,-0.00017244439,0.05649777,0.0031919982,7
0.085919894,0.35016298,0.12261411,0.00057817576,0.029529344,0.00087198213,-0.014389368,0.13465305,0.018131442,0.00027500046,0.029978141,0.0008986889,1
0.1341893,0.43552637,0.18968321,-0.0055138245,0.0837007,0.007005807,-0.0028608046,0.1008265,0.010165984,-0.0007046413,0.04999949,0.0024999492,7
0.12513445,0.40908903,0.16735384,0.00038594235,0.11816753,0.013963564,0.00020938313,0.10272636,0.010552706,0.0014301097,0.051796053,0.0026828311,9
0.16767225,0.46368405,0.2150029,0.00406265,0.12079256,0.014590843,-0.001185863,0.101023346,0.010205717,-0.00021516616,0.06821427,0.004653186,0
0.20236209,0.49656448,0.24657628,0.0046636993,0.16595061,0.027539603,-0.0033412958,0.08223483,0.006762567,-0.001275745,0.05103467,0.0026045376,3
0.20932794,0.4982608,0.24826382,0.0029187987,0.14273842,0.020374255,0.0032051327,0.15685605,0.024603818,-0.0009265443,0.059162308,0.0035001787,0
0.13643497,0.42117637,0.17738955,0.00038861868,0.12914054,0.016677279,0.0005738757,0.08222285,0.0067605968,-0.0033462378,0.04835812,0.0023385077,7
0.19183138,0.5157995,0.26604918,0.0019310953,0.12267423,0.015048966,-0.004060794,0.112806164,0.012725231,-0.0024824713,0.054207537,0.002938457,9
0.2893276,0.6135988,0.3765035,0.0039077583,0.1387029,0.019238492,0.009743515,0.09387221,0.008811992,0.00025842697,0.052608777,0.0027676832,5
0.25403535,0.58930796,0.34728387,0.0004529988,0.09433243,0.0088986065,-0.004533564,0.09469839,0.008967786,0.0013233835,0.052923664,0.0028009142,0
0.11921813,0.3901476,0.15221515,0.0014594719,0.078715265,0.0061960923,-0.0021366961,0.12438558,0.015471772,0.0011691046,0.046680965,0.0021791123,6
0.21982498,0.5504868,0.30303574,0.0023064152,0.120460175,0.014510653,0.00091999024,0.067822754,0.0045999256,-0.002049869,0.05960655,0.0035529404,8
0.13419712,0.425573,0.18111236,0.00037735866,0.103555456,0.010723732,-0.0009737087,0.08454858,0.0071484614,0.001753877,0.070695035,0.0049977885,9
0.073173456,0.2944941,0.08672678,0.0013062336,0.051050678,0.0026061719,-0.0023041714,0.15152769,0.022960639,9.874636e-05,0.033273347,0.0011071156,1
0.22367735,0.5696178,0.32446447,-0.004238719,0.10911732,0.011906589,0.0038481741,0.09450523,0.008931238,0.002033375,0.043409374,0.0018843736,3
0.21221402,0.5363914,0.2877157,0.0043348814,0.14370611,0.020651449,-0.0011807481,0.054709565,0.0029931366,-0.0011524758,0.056368552,0.0031774137,3
0.13834278,0.44958538,0.20212702,0.0042680944,0.07987838,0.0063805557,0.0038628257,0.09192769,0.0084507,-0.00068100286,0.035415012,0.0012542232,1
0.096355714,0.3622294,0.13121015,-0.0027625866,0.10843073,0.011757223,-0.00032256878,0.06214726,0.003862282,0.001150723,0.051479798,0.0026501694,5
0.20204072,0.5198767,0.2702718,0.004140977,0.1421901,0.020218024,-0.005143514,0.086792655,0.0075329654,-0.004557521,0.057226,0.003274815,3
0.2644602,0.59548324,0.35460028,0.01012686,0.14363101,0.020629866,-0.003068678,0.07940015,0.0063043847,-0.0003125913,0.052119453,0.0027164374,3
0.24920227,0.5875349,0.34519726,-0.0039036456,0.12133306,0.014721712,-1.9400255e-05,0.06948058,0.0048275515,-0.00013708738,0.046016965,0.002117561,3
0.24230492,0.5660092,0.3203664,-0.00791008,0.12515698,0.015664272,0.0064049233,0.12892467,0.016621571,-0.0022771114,0.045206714,0.002043647,2
0.27472553,0.6153825,0.37869558,0.0077008056,0.13147146,0.017284743,0.0015228858,0.067754894,0.004590726,0.0032545463,0.059921123,0.003590541,2
0.28682864,0.6250872,0.39073405,-0.0005863528,0.13019656,0.016951142,-0.0018254914,0.11207174,0.012560075,-0.0029363218,0.06610727,0.004370172,0
0.18464175,0.49152237,0.24159425,-4.902745e-05,0.096548915,0.009321693,-0.003234497,0.14429289,0.020820437,-0.0009834475,0.04956077,0.00245627,0
0.1434529,0.45391205,0.20603614,-0.00033202695,0.1079667,0.011656808,-0.00036133805,0.06862626,0.0047095637,0.0019391235,0.043162744,0.0018630226,5
0.09690135,0.37152225,0.13802879,0.0016334255,0.061981335,0.003841686,-0.008841782,0.093193546,0.008685037,0.0004747377,0.02702968,0.0007306036,1
0.19916584,0.51922596,0.26959562,-0.0012960512,0.09917012,0.009834712,0.002275746,0.096928984,0.009395228,-0.00024425788,0.06901841,0.0047635403,4
0.24976335,0.6000259,0.3600311,0.0002028773,0.10554995,0.011140792,0.00088816945,0.10055295,0.010110895,-0.0003075796,0.053169947,0.0028270432,6
0.1998706,0.5423304,0.29412225,0.0034866775,0.0667397,0.004454188,-0.003588961,0.09177783,0.00842317,0.0002905181,0.04491571,0.002017421,4
0.071762495,0.29398355,0.08642633,0.0020243842,0.08129852,0.00660945,0.0018164066,0.11235689,0.012624072,6.886518e-05,0.030855032,0.00095203303,1
0.2101216,0.5367205,0.28806892,0.0066317446,0.12862894,0.016545404,0.0010370743,0.07957144,0.0063316147,-0.00088373,0.049883228,0.0024883363,3
0.14548893,0.47226414,0.22303341,-0.004438882,0.05836209,0.0034061333,-0.0020952884,0.08571877,0.0073477076,-0.00058822625,0.033242602,0.0011050706,1
0.20376633,0.5315301,0.28252423,0.011896413,0.12402852,0.015383074,-0.006069213,0.10291843,0.010592204,-0.0010316793,0.033955745,0.0011529927,9
0.24477223,0.5507791,0.30335763,-0.0029966193,0.1688184,0.02849965,0.0035580697,0.07749788,0.0060059214,0.0048636794,0.053665355,0.0028799702,3
0.11807314,0.35640505,0.12702456,-0.0019723133,0.08846369,0.0078258235,0.0045255087,0.1515998,0.022982497,-0.0008246488,0.0726836,0.005282906,0
0.26284367,0.5912957,0.34963065,0.0018175247,0.15658052,0.024517462,-5.975456e-05,0.083992384,0.00705472,-4.5372333e-05,0.059432052,0.0035321687,3
0.12878864,0.38050392,0.14478323,0.0020088924,0.14215955,0.020209339,0.0060579097,0.11094026,0.012307742,5.671934e-05,0.054293163,0.0029477475,9
0.18261822,0.4876514,0.23780389,-0.003797902,0.11013386,0.012129466,-0.0024580157,0.13076468,0.017099403,-0.0014730073,0.041431412,0.0017165618,6
0.078239165,0.263818,0.069599934,0.00809422,0.08245218,0.006798362,0.0031965629,0.16394961,0.026879473,0.0012328682,0.025172252,0.0006336423,4
0.15871957,0.4498239,0.20234153,0.0029259373,0.13992941,0.019580241,0.002043732,0.065465845,0.004285777,0.00047894265,0.051444754,0.0026465626,5
0.137096,0.39850658,0.15880749,-0.004407492,0.13349889,0.017821955,-0.0020949817,0.128409,0.01648887,-0.0008202489,0.056410827,0.0031821814,6
0.16368465,0.47955477,0.22997278,0.00016066968,0.08297918,0.0068855444,0.0040429668,0.087285034,0.0076186773,-0.0012797969,0.053608082,0.0028738263,2
0.09041674,0.35617337,0.12685946,0.0010786806,0.047756754,0.0022807077,0.0038140146,0.11123796,0.012373883,0.0013369187,0.03918793,0.001535694,1
0.19136108,0.5048673,0.254891,-0.0049439035,0.09462749,0.008954362,0.0004951255,0.123614214,0.015280474,-0.0010669467,0.044156116,0.0019497626,2
0.2394207,0.58612865,0.34354678,0.009091666,0.110145286,0.012131983,0.0036430615,0.09967756,0.0099356165,-6.808018e-05,0.055368222,0.00306564,4
0.3719326,0.7172463,0.5144422,-0.00075810094,0.10215256,0.010435146,0.002990191,0.08580542,0.00736257,0.0010684615,0.05866606,0.003441707,0
0.22023083,0.5343082,0.28548524,0.0039204275,0.15626998,0.024420306,0.0010665676,0.06955015,0.0048372233,0.0005429734,0.06252294,0.0039091185,3
0.23725268,0.5654725,0.31975913,0.00040263473,0.12577406,0.015819112,0.007223545,0.10893625,0.011867106,-0.0034337465,0.050432898,0.0025434773,2
